date,text,,
19710824,"Meeting of Federal Open Market Committee August 24, 1971  MINUTES OF ACTIONS  A meeting of the Federal Open Market Committee was held in the offices of the Board of Governors of the Federal Reserve System in Washington, D. C., on Tuesday, August 24, 1971, at 9:36 a.m. As indicated below, only a limited number of staff members were in attendance during the first part of the meeting.  PRESENT: Mr. Burns, Chairman Mr. Hayes, Vice Chairman. Mr. Brimmer Mr. Clay Mr. Daane Mr. Kimbrel Mr. Hansel Mr. Mayo Mr. Mitchell Mr. Morris Mr. Robertson Mr. Sherrill  Messrs. Coldwell, Eastburn, and Swan, A?ternate Members of the Federal Open Marker Committee  Messrs. Heflin, Francis, and MacLaury, Presidents of the Federal Reserve Banks of Richmond, St. Louis, and Minneapolis, respectively  Mr. Holland, Secretary  Mx. Broida, Deputy Secretary  Mr. Molony, Assistant Secretary  Mr. Hackley, General Counsel  Mr. Partec, Economists!  Mr. Solomon, Associate Economist  Mr. Holmes, Manager, System Open Market Account  Mr. Coombs, Special Manager, System Open Market Account  “1/7 Left the meeting at the point indicated.",,
19710824,"8/24/71 -2 Mr. MacDonald, First Vice President, Federal Reserve Bank of Cleveland  Mr. Katz, Adviser, Division of International Finance, Board of Governors /  Messrs. Bryant and Pizer, Associate Advisers, Division of International Finance, Board of Governors  By unanimous vote, the Committee ratified the actions of members on August 9 and 11, 1971, respectively, approving increases in the Federal Reserve swap lines with the National Bank of Belgium from $500 million to $600 million and with the Swiss National Bank from $600 million to $1 billion, and the conforming amendments to paragraph 2 of the authorization for System foreign currency operations, with these several actions effective on August 12, 1971.  As a result of these actions, paragraph 2 of the authorization for System foreign currency operations was amended, effective August 12, 1971, to read as follows:  The Federal Open Market Committee directs the Federal Reserve Bank of New York to maintain reciprocal currency arrangements (""swap"" arrangements) for System Open Market Account for periods up to a maximum of 12 months with the following foreign banks, which are among those designated by the Board of Governors of the Federal Reserve System under Section 214.5 of Regulation N, Relations with Foreign Banks and Bankers, and with the approval of the Committee to renew such arrangements on maturity:  Amount of arrangement {millions of Foreign bank dollars equivalent) Austrian National Bank 200 National Bank of Belgium 606  i/ Entered the meeting at the point indicated.",,
19710824,"8/24/71 -3 Amount of  arrangement  (millions of  Foreign bank dollars equivalent) Bank of Canada 1,000 National Bank of Denmark 200 Bank of England 2,000 Bank of France 1,000 German Federal Bank 1,060 Bank of Italy 1,250 Bank of Japan 1,000 Bank of Mexico 130 Netherlands Bank 300 Bank of Norway 200 Bank of Sweden 250 Swiss National Bank 1,000 Bank for International Settlements: Dollars against Swiss francs 600 Dollars against authorized European  currencies other than Swiss francs 1,000  By unanimous vote, the System open market transactions in foreign currencies during the period July 27 through August 23, 1971, were approved, ratified, and confirmed,  By unanimous vote, renewal of a $35 million System drawing on the National Bank of Belgium maturing September 10, 1971, was authorized,  By unanimous vote, the Committee approved an increase in the Federal Reserve swap line with the Swiss National Bank from $1 billion to $1,333 million, and the conforming amendment to paragraph 2 of the authorization for System foreign currency operations, to become effective if and when Chairman Burns determined  1/  that such action was in the national interest. u/  -"" Mr, Katz was present during the discussion of this matter.",,
19710824,"8/24/71  -4 Secretary's Note: After subsequent discussions among Federal Reserve, Treasury,  and Swiss National Bank officials, it was determined that alternative means for accomplishing the objective in view would be preferable. Accordingly, the increase in the swap line was not effectuated,  The meeting then recessed and reconvened at 2:25 p.m. In  attendance were those present at the morning session as well as  the following:  Mr. Bernard, Assistant Secretary  Messrs, Axilrod, Eisenmenger, Garvey, Scheld, Taylor, and Tow, Associate Economists  Mr. Altmann, Assistant Secretary, Office of the Secretary, Board of Governors  Mr. Cardon, Assistant to the Board of Governors  Mr. Coyne, Special Assistant to the Board of Governors  Mr, O'Connell, General Counsel, Board of Governors  Mr, Williams, Adviser, Division of Research and Statistics, Board of Governors  Messrs, Keir and Pierce, Associate Advisers, Division of Research and Statistics, Board of Governors  Mr. Baker, Economist, Government Finance Section, Division of Research and Statistics, Board of Governors  Miss Eaton, Open Market Secretariat Assistant, Office of the Secretary, Board of Governors  Miss Orr, Secretary, Office of the Secretary, Board of Governors  Mr. Craven, Senior Vice President, Federal Reserve Bank of San Francisco",,
19710824,"8/24/71 -5 Messrs, Sternlight, Willes, Hocter, Snellings, Jordan, and Green, Vice Presidents, Federal Reserve Banks of New York, Philadelphia, Cleveland, Richmond, St. Louis, and Dallas, respectively  Mr, Kareken, Economic Adviser, Federal Reserve Bank of Minneapolis  Mr. Meek, Assistant Vice President, Federal Reserve Bank of New York  By unanimous vote, the minutes of actions taken at the meeting of the Federal Open Market Committee on July 27, 1971, were approved.  The memorandum of discussion for the meeting of the Federal Open Market Committee held on July 27, 1971, was accepted,  By unanimous vote, the open market transactions in Government securities, agency obligations, and bankers! acceptances during the period July 27 through August 23, 1971, were approved, ratified, and confirmed Pu  By unanimous vote, the Federal Reserve Bank of New York was authorized and directed, until otherwise directed by the Committee, to execute transactions in the System Account in accordance with the following current economic policy directive:  The information reviewed at this meeting indicates that real output of goods and services has been expanding  moderately, that unemployment has remained substantial, and that prices and wages have been rising rapidly on  By Mr. Partee left the meeting before the discussion of the following matter.",,
19710824,"8/24/71 -6 average in recent months. However, the economic program announced by the President on August 15 enhances prospects for higher rates of growth in real economic activity, increased job opportunities, and curtailed inflationary pressures. In July inflows of consumer type time and savings funds slowed markedly at banks but inflows to nonbank thrift institutions continued large. Growth in the narrowly defined money stock remained rapid in July, but growth in broadly defined money slowed and bank credit continued to expand at about the second-quarter pace. Interest rates on most types of market securities declined sharply in the days following the announcement of the new program. The deficit in the U.S. balance of payments reached extraordinarily large proportions in early August, mainly reflecting an acceleration of capital outflows related to expectations of shifts in foreign exchange rates. Following the suspension of convertibility  of the dollar into gold and other reserve assets, major European central banks discontinued foreign exchange market operations for a week. When most of the European markets were reopened on August 23 these central banks pursued diverse exchange rate policies, but all allowed at least some types of market transactions to take place at rates of exchange for their currencies relative to the dollar above previous upper intervention Limits. In light of the foregoing developments, it is the policy of the Federal Open Market Committee to foster financial conditions consistent with the aims of the new governmental program, including sustainable real economic growth and increased employment, abatement of inflationary pressures, and attainment of reasonable equilibrium in the country's balance of payments.  To implement this policy, the Committee seeks to achieve more moderate growth in monetary and credit aggregates over the months ahead. System open market operations until the next meeting of the Committee shall be conducted with a view to achieving bank reserve and money market conditions consistent with that objective.  BY unanimous vote, paragraph 1(a} of the continuing authority directive to the Federal Reserve Bank of New York with respect  to domestic open market operations was amended to read as follows:",,
19710824,"8/24/71 -7 To buy or sell U.S. Government securities and securities that are direct obligations of, or fully guaranteed as to principal and interest by, any agency of the United States in the open market, from or to securities dealers and foreign and international accounts maintained at the Federal Reserve Bank of New York, on a cash, regular, or deferred delivery basis, for the System Open Market Account at market prices and, for such Account, to exchange maturing U.S. Government and Federal agency securities with the Treasury or the individual agencies or to allow them to mature without replacement; provided that the aggregate amount of U.S, Government and Federal agency securities held in such Account at the close of business on the day of a meeting of the Committee at which action is taken with respect to a current economic policy directive shall not be increased or decreased by more than $2.0 billion during the period commencing with the opening of business on the day following such meeting and ending with the close of business on the day of the next such meeting.  In connection with the foregoing action, the Committee approved certain guidelines for the conduct of System operations in the securities cf Federal agencies.  Secretary's Note: It was understood that decisions with respect to the implementation of outright operations in agency issues, and the announcement thereof, would be made by Chairman Burns after consultation with the System Account Manager.  It was agreed that the next meeting of the Federal Open Market Committee would be held on Tuesday, September 21, 1971, at 9:30 a.m.  The meeting adjourned.  Lack o._0  Secretary",,
19710921,"Meeting of Federal Open Market Committee  September 21, 1971 MINUTES OF ACTIONS  A meeting of the Federal Open Market Committee was held in  the offices of the Board of Governors of the Federal Reserve System  in Washington, D.C., on Tuesday, September 21, 1972, at 9:30 a.m.  As indicated below, only a limited number of staff members were in  attendance during the first part of the meeting.  PRESENT :  Mr. Mr. Mr. Mr. Mr. Mr. Mr. Mr. Mr. Mr. Mr. Mr.  Burns, Chairman Hayes, Vice Chairman Brimmer  Clay  Daane  Kimbrel  Maisel  Mayo  Mitchell Morris Robertson Sherrill  Messrs. Coldwell, Eastburn, Swan, and Winn,  Alternate Members of the Federal Open Market Committee  Messrs. Heflin, Francis, and MacLaury, Presidents  of the Federal Reserve Banks of Richmond, St. Louis, and Minneapolis, respectively  Mr. Holland, Secretary  Mr. Broida, Deputy Secretary  Mr. Molony, Assistant Secretary  Mr. Hackley, General Counsel  Mr. Partee, Economist  Messrs. Axilrod, Hersey, and Solomon, Associate Economists  Messrs. Bryant and Gemmill, Associate Advisers, Division of International Finance, Board of Governors",,
19710921,"9/21/71 -2 Messrs. Bodner and Sternlight, Vice Presidents, Federal Reserve Bank of New York  By unanimous vote, the System open market transactions in foreign currencies during the period August 24 through September 20, 1971, were approved, ratified, and confirmed.  By unanimous vote, renewal of the six System drawings on the National Bank of Belgium maturing in the period October 7-28, 1971, was authorized.  It was agreed that the authorization for the lending of Government securities from the System Open Market Account, contained in paragraph 3 of the continuing authority directive with respect to open market operations, should be retained at this time.  By unanimous vote, the Committee's “Guide for Emergency Operations,"" initially approved on May 29, 1962, was amended in the manner recommended in Mr. Maisel's memorandum of September 14, 1971, primarily for the purpose of removing references to ""due bills.""  By unanimous vote, the resolution authorizing certain actions by the Federal Reserve Banks during an emergency, which had last been revised on July 21, 1970, was amended to read as follows:  RESOLUTION OF FEDERAL OPEN MARKET COMMITTEE AUTHORIZING CERTAIN ACTIONS BY FEDERAL RESERVE BANKS DURING AN EMERGES  The Federal Open Market Committee hereby authorizes each Federal Reserve Bank to take any or all of the actions set forth below during war or defense emergency when such Federal Reserve Bank finds itself unable after reasonable efforts to be in communication with the Federal Open Market Committee (or with the Interim Committee acting in Lieu of the Federal Open Market Committee) or when the Federal Open Market Committee (or such Interim Committee) is unable to function.",,
19710921,"9/21/71 -3 {T) Whenever it deems it necessary in the light of economic conditions and the general credit situation then prevailing (after taking into account the possibility of providing necessary credit through advances secured by direct obligations of the United States under the last paragraph of section 13 of the Federal Reserve Act), such Federal Reserve Bank may purchase and sell obligations of the United States for its on account, either outright or under repurchase agreement, from and to banks, dealers or other holders of such obligations.  (2) Such Federal Reserve Bank may in its discretion purchase special certificates of indebtedness directly from the United States in such amounts may be needed to cover overdrafts in the general account at of the Treasurer of the United States on the books of such Bank or for the temporary accommodation of the Treasury, but such Bank shall take all steps practicable at the time to insure as far as possible the amount of obligations required directly From the United States and held by it, together with the amount of such obligations so acquired and held by all other Federal Reserve Banks, does not exceed $5 billion any one time.  (3) Such Federal Reserve Bank may engage in operations of the types specified in the Committee's authorization for System foreign currency operations when requested to do so by an authorized official of the U.S. Treasury Department; provided, however, that such Bank shall take all steps practicable ec the time to insure as far as possible that, in light of the information available on other System foreign currency operations, its own operations do not result in the aggregate in breaching any of the several dollar limits specified in the authorization.  The following persons then entered the meeting: Mr. Bernard, Assistant Secretary Messrs. Eisenmenger, Gramley, Scneld, and  Tow, Associate Economists  Mr. Altmann, Assistant Secretary, Office of the Secretary, Board of Governors",,
19710921,"9/21/71  “4  Messrs, Wernick and Williams, Advisers, Division of Research and Statistics, Board of Governors  Mr. Keir, Associate Adviser, Division of Research and Statistics, Board of Governors  Mr. Wendel, Chief, Government Finance Section, Division of Research and Statistics, Board of Governors  Miss Eaton, Open Market Secretariat Assistant, Office of the Secretary, Board of Governors  Miss Orr, Secretary, Office of the Secretary, Board of Governors  Messrs. Parthemos, Andersen, and Craven, Senior Vice Presidents, Federal Reserve Banks of Richmond, St. Louis, and San Francisco, respectively  Messrs. Willes, Hocter, Brandt, Nelson, and Green, Vice Presidents, Federal Reserve Banks of Philadelphia, Cleveland, Atlanta, Minneapolis, and Dallas, respectively  Mr. Schadrack, Adviser, Federal Reserve Bank of New York  Mr. Cooper, Manager, Securities and Acceptance  Departments, Federal Reserve Bank of New York  By unanimous vote, the open market transactions in Government  securities, agency obligations, and bankers’ acceptances curing the  period August 24 through September 20, 1971, were approved, ratified,  and confirmed.  By unanimous vote, the Federal Reserve Bank of New York was  authorized and directed, until otherwise directed by the Committee,  to execute transactions in the System Account in accordance with the  following current economic policy directive:  The information reviewed at this meeting suggests  that the Government's new economic program has reduced inflationary expectations and has improved prospects for higher rates of growth in real economic activity  and employment,  In the current quarter, however, real",,
19710921,"9/21/72 -5 output of goods and services is expanding modestly and unemployment remains substantial. Prior to the imposition of the 90-day freeze, prices and wages were rising rapidly on average. In August inflows of consumer-type time and savings funds to nonbank thrift institutions moderated and inflows to banks remained at a reduced rate. Growth in the narrowly defined money stock, which had been rapid through July, slowed sharply in August; and growth in broadly defined money continued  to slacken. However, the rate of expansion in the bank credit proxy stepped up, mainly reflecting a marked rise in U.S. Government deposits, Market interest rates, which declined sharply following the announcement of the new program, have since fluctuated irregularly. The U.S. balance of payments continues to be in a position of substantial basic deficit. Speculative capital outflows have diminished recently. Most major foreign currencies are trading in the exchange markets at rates against the dollar a few percent higher than on August 13. Negotiations have begun on additional measures to reduce payments imbalances and on other improvements in the international monetary system, In light of the foregoing developments, it is the policy of the federal Open Marker Committee to foster financial conditions consistent with the aims of the new governmental program, including sustainable real economic growth and increased employment, abatement of inflationary pressures, and attainment of reasonable equilibrium in the country's balance of payments.  To implement this policy, the Committee seeks to achieve moderate growth in monetary and credit aggregates, taking account of developments in capital markets. System open market operations until the next meeting of the Committee shall be conducted with a view to achieving bank reserve and money market conditions consistent with that objective.  It was agreed that the next meeting of the Federal Open Market Committee would be held on Tuesday, October 19, 1971, at 9:30 a.m.  The meeting adjourned.  Secretary",,
19711019,"Meeting of Federal Open Market Committee  October 19, 1971  MINUTES OF ACTIONS  A meeting of the Federal Open Market Committee was held  in the offices of the System in Washington,  9:30 a.m.  Board of Governors of the Federal Reserve  D.C., on Tuesday, October 19, 1971, at  Burns, Chairman Hayes, Vice Chairman Brimmer  Clay  . Kimbrel  Maisel Mayo Mitchell Morris Robertson Sherrill  Messrs, Coldwell, Eastburn, Swan, and Winn,  Alternate Members of the Federal Open Market Committee  Messrs. Francis and MacLaury, Presidents of  the Federal Reserve Banks of St. Louis and Minneapolis, respectively  Mr. Holland, Secretary  Mr. Broida, Deputy Secretary  Messrs. Bernard and Molony, Assistant Secretaries  Mr. Hackley, General Counsel  Mr. Hexter, Assistant General Counsel  Mr. Partee, Economist  Messrs, Axilrod, Eisenmenger, Gramley, Hersey, Scheld, Taylor, and Tow, Associate Economists  Mr. Coombs, Special Manager, System Open Market Account",,
19711019,"10/19/71 -2 Mr. Meinicoff, Deputy Executive Director, Board of Governors  Mr. Altmann, Assistant Secretary, Office of the Secretary, Board of Governors  Messrs, Wernick and Williams, Advisers, Division of Research and Statistics, Board of Governors  Mr. Keir, Associate Adviser, Division of Research and Statistics, Board of Governors  Mr. Wendel, Chief, Government Finance Section, Division of Research and Statistics, Board of Governors  Miss Eaton, Open Market Secretariat Assistant, Office of the Secretary, Board of Governors  Mrs. Rehanek, Secretary, Office of the Secretary, Board of Governors  Mr. Black, First Vice President, Federal Reserve Bank of Richmond  Messrs. Link, Parthemos, Andersen, and Craven, Senior Vice Presidents, Federal Reserve Banks of New York, Richmond, St. Louis, and San Francisco, respectively  Messrs. Sternlight, Boehne, Hocter, and Green, Vice Presidents, Federal Reserve Banks of New York, Philadelphia, Cleveland, and Dallas, respectively  Mr. Kareken, Economic Adviser, Federal Reserve Bank of Minneapolis  Mr. Sandberg, Securities Trading Officer, Federal Reserve Bank of New York  By unanimous vote, the minutes of actions taken at the meetings of the Federal Open Market Committee held on August 24 and September 21, 1971, were approved.  The memoranda of discussion for the meetings of the Federal Open Market Committee on August 24 and September 21, 1971, were  accepted.",,
19711019,"10/19/71 -3 By unanimous vote, the System open market transactions in foreign currencies during the period September 21 through October 18, 1971, were approved, ratified, and confirmed.  By unanimous vote, renewal of the ten System drawings on the National Bank of Belgium maturing in the period November 3-26, 1971, was authorized.  By unanimous vote, the open market transactions in Government securities, agency obligations, and bankers’ acceptances during the period September 21 through October 18, 1971, were approved, ratified, and confirmed.  By unanimous vote, the Federal Reserve Bank of New York was authorized and directed, until otherwise directed by the Committee, to execute transactions in the System Account in accordance with the following current economic policy directive:  The information reviewed at this meeting indicates that real output of goods and services expanded modestly in the third quarter and that unemployment remained substantial. However, there are indications of a strengthening in economic activity since the mid-August announcement of the Government's new economic program. The 90-day freeze has thus far effectively limited increases in prices and wages, and the general framework of the post- freeze stabilization program has been established. The narrowly defined money stock, which had grown rapidly through July, increased much less in August and declined in September. The broadly defined money stock increased slightly in September as inflows of consumer-type time and savings deposits to banks continued at the moderate August rate. However, the volume of large-denomination CD's outstanding rose sharply, and the rate of expansion in the bank credit",,
19711019,"10/19/71 -4e  proxy remained relatively rapid. Market interest rates have declined in recent weeks and are appreciably below their mid-August levels. The U.S. foreign trade balance remained in heavy deficit in August. Outflows of short term capital, which had been massive in August, were much smaller in September, In recent weeks the market exchange rates for some foreign currencies against the dollar rose further, while foreign official reserve holdings increased substantially. In light of the foregoing developments, it is the policy of the Federal Open Market Committee to foster financial conditions consistent with the aims of the new governmental program, including sustainable real economic growth and increased employment, abatement of inflationary pressures, and attainment of reasonable equilibrium in the country's balance of payments.  To implement this policy, the Committee seeks to achieve moderate growth in monetary and credit aggregates over the months ahead. System open market operations until the next meeting of the Committee shall be conducted with a view to achieving bank reserve and money market conditions consistent with that objective, taking account of the forthcoming Treasury financing.  It was agreed that the next meeting of the Federal Open Market Committee would be held on Tuesday, November 16, 1971, at 9:30 a.m,  The meeting adjourned.  Secretary",,
19711116,"Meeting of Federal Open Market Committee  November 16, 1971  MINUTES OF ACTIONS  A meeting of the Federal Open Market Committee was held in the offices of the Board of Governors of the Federal Reserve System in Washington, D.C., on Tuesday, November 16, 1971, at 9:30 a.m.  PRESENT: Mr. Burns, Chairman Mr. Hayes, Vice Chairman Mr. Brimmer Mr. Glay Mr. Daane Mr. Kimbrei Mr. Maisel Mr. Mayo Mr. Mitchell Mr. Morris Mr. Robertson  Messrs. Coldwell, Eastburn, Swan, and Winn, Alternate Members of the Federal Open Market Committee  Messrs. Heflin and MacLaury, Presidents of the Federal Reserve Banks of Richmond and Minneapolis, respectively  Mr. Holland, Secretary  Mr. Broida, Deputy Secretary  Messrs, Bernard and Molony, Assistant Secretaries  Mr. Hackley, General Counsel  Mr. Partee, Economist  Messrs, Axilrod, Eisenmenger, Gramiey, Hersey, Scheld, Solomon, Taylor, and Tow, Associate Economists  Mr. Holmes, Manager, System Open Market Account  Mr. Coombs, Special Manager, System Open Market Account",,
19711116,"11/16/72 -2 Mr. Altmann, Assistant Secretary, Office of the Secretary, Board of Governors  Mr. Chase, Deputy Director, Division of Research and Statistics, Board of Governors  Messrs. Wernick and Williams, Advisers, Division of Research and Statistics, Board of Governors  Mr. Keir, Associate Adviser, Division of Research and Statistics, Board of Governors  Mr. Gemmill, Associate Adviser, Division of International Finance, Board of Governors  Mr. Zeisel, Assistant Adviser, Division of Research and Statistics, Board of Governors  Mr. Wendel, Chief, Government Finance Section, Division of Research and Statistics, Board of Governors  Miss Raton, Open Market Secretariat Assistant, Office of the Secretary, Board of Governors  Mrs. Rehanek, Secretary, Office of the Secretary, Board of Governors  Mr. Leonard, First Vice President, Federal Reserve Bank of St. Louis  Messrs, Parthemos and Craven, Senior Vice Presidents, Federal Reserve Banks of Richmond and San Francisco, respectively  Messrs, Boehne, Hocter, and Green, Vice Presidents, Federal Reserve Banks of Philadelphia, Cleveland, and Dallas, respectively  Mr. Kareken, Economic Adviser, Federal Reserve Bank of Minneapolis  Messrs. Meek, Puckett, and Bowsher, Assistant Vice Presidents, Federal Reserve Banks of New York, New York, and St. Louis, respectively  By unanimous vote, the minutes of actions taken at the  meeting of the Federal Open Market Committee held on October 19,  1971, were approved.",,
19711116,"11/16/71 -3 The memorandum of discussion for the meeting of the Federal Open Market Committee on October 19, 1971, was accepted.  By unanimous vote, the System open market transactions in foreign currencies during the period October 19 through November 15, 1971, were approved, ratified, and confirmed.  By unanimous vote, the Committee approved the renewal for further periods of one year of the following swap arrangements, having the indicated amounts and maturity dates, subject to a determination by Chairman Burns that such action was in the  national interest:  Amount of arrangement {millions of dollars Maturity Foreign bank equivalent) date  Austrian National Bank 200 December 2, 1971 National Bank of Belgium 600 December 22, 1971 Bank of Canada 1,000 December 30, 1971 National Bank of Denmark 200 December 2, 1971 Bank of England 2,000 December 2, 1971 Bank of France 1,000 December 28, 1971 German Federal Bank 1,000 December 16, 1971 Bank of Italy 1,250 December 30, 1971 Bank of Japan 1,000 December 2, 1971 Bank of Mexico 130 December 2, 1971 Netherlands Bank 300 December 30, 1971 Bank of Norway 200 December 2, 1971 Bank of Sweden 250 December 2, 1971 Swiss National Bank 1,000 December 2, 1971 Bank for International Settlements:  Dollars against Swiss francs 600 December 2, 1971  Dollars against authorized Euro pean currencies other than  Swiss francs 1,000 December 2, 1971  Secretary's note: Chairman Burns made the indicated determination on November 30, 1971.",,
19711116,"11/16/71 -4 By unanimous vote, the open market transactions in Government securities, agency obligations, and bankers’ acceptances during  the period October 19 through November 15, 1971, were approved, ratified, and confirmed.  By unanimous vote, the Federal Reserve Bank of New York was authorized and directed, until otherwise directed by the Committee, to executive transactions in the System Account in accordance with the following current economic policy directive:  The information reviewed at this meeting indicates that real output of goods and services expanded modestly in the third quarter, but greater growth appears in prospect for the current quarter, Although the unemployment rate has declined recently, it remains high. Available data indicate that the 90-day freeze effectively limited increases in price and wages, and basic policies for the post-freeze stabilization program have been announced. The narrowly defined money stock declined further in October, but inflows of consumer type time and savings deposits to banks expanded considerably and the broadly defined money stock increased moderately, Expansion in the bank credit proxy slowed substantially as the volume of large-denomination CD's outstanding rose less than in September and as U.S. Government deposits were reduced. Interest rates on both short- and long-term market securities have continued to decline in recent weeks and Federal Reserve discount rates were reduced by one-quarter of a percentage point to 4-3/4 percent. The U.S. foreign trade balance was raised in September by a sharp acceleration of export shipments in advance of an East Coast port strike. In recent weeks net outflows of short-term capital apparently have diminished further, market exchange rates for foreign currencies against the dollar on average have not changed much, and foreign official reserve holdings have increased less than they did in September. In light of the foregoing developments, it is the policy of the Federal Open Market Committee to foster financial conditions consistent with the aims of the new governmental program, including sustainable real economic growth and",,
19711116,"11/16/71 -5 increased employment, abatement of inflationary pressures, and attainment of reasonable equilibrium in the country's balance of payments.  To implement this policy, the Committee seeks  to promote somewhat greater growth in monetary and credit aggregates over the months ahead. System open market  operations until the next meeting of the Committee  shall be conducted with a view to achieving bank  reserve and money market conditions consistent with  that objective,  It was agreed that the next meeting of the Federal Open  Market Committee would be held on Tuesday, December 14, 1971, at 9:30 a.m.  The meeting adjourned,  Secretary",,
19711214,"Meeting of Federal Open Market Committee  December 14, 1971  MINUTES OF ACTIONS  A meeting of the Federal Open Market Committee was held in  the offices of the Board of Governors of the Federal Reserve System  in Washington, D. C.,  PRESENT: Mr. Mr.  on Tuesday, December 14, 1971, at 9:30 a.m.  Burns, Chairman Hayes, Vice Chairman Brimmer  Clay  Daane  Kimbrel  Maisel  Mayo  Mitchell Morris Robertson  Messrs. Coldwell, Eastburn, Swan, and Winn,  Alternate Members of the Federal Open Market Committee  Messrs. Heflin, Francis, and MacLaury, Presidents  of the Federal Reserve Banks of Richmond, St. Louis, and Minneapolis, respectively  Mr. Holland, Secretary  Mr. Broida, Deputy Secretary  Messrs. Bernard and Molony, Assistant Secretaries  Mr. Hackley, General Counsel  Messrs, Axilrod, Eisenmenger, Garvy, Gramley, Hersey, Scheld, Solomon, and Tow, Associate Economists  Mr. Holmes, Manager, System Open Market Account  Mr. Coombs, Special Manager, System Open Market Account",,
19711214,"12/14/71 -2 Mr. Melnicoff, Deputy Executive Director, Board of Governors  Mr. Altmann, Assistant Secretary, Office of the Secretary, Board of Governors  Messrs. Wernick and Williams, Advisers, Division of Research and Statistics, Board of Governors  Mr. Bryant, Associate Adviser, Division of International Finance, Board of Governors  Mr. Wendel, Chief, Government Finance Section, Division of Research and Statistics, Board of Governors  Miss Eaton, Open Market Secretariat Assistant, Office of the Secretary, Board of Governors  Mrs. Rehanek, Secretary, Office of the Secretary, Board of Governors  Mr. Craven, Senior Vice President, Federal Reserve Bank of San Francisco  Messrs. Boehne, Hocter, Snellings, and Green, Vice Presidents, Federal*Reserve Banks of Philadelphia, Cleveland, Richmond, and Dallas, respectively  Mr. Bowsher, Assistant Vice President, Federal Reserve Bank of St. Louis  Mr. Supel, Senior Economist, Federal Reserve Bank of Minneapolis  Mr. Dill, Financial Economist, Federal Reserve Bank of Atlanta  Mr. Cooper, Manager, Securities and Acceptance Departments, Federal Reserve Bank of New York  By unanimous vote, the minutes of actions taken at the meeting of the Federal Open Market Committee held on November 16, 1971, were approved.  The memorandum of discussion for the meeting of the Federal  Open Market Committee on November 16, 1971, was accepted.",,
19711214,"12/14/71 -3 By unanimous vote, the System open market transactions in foreign currencies during the period November 16 through December 13, 1971, were approved, ratified, and confirmed.  By unanimous vote, renewal of the five System drawings on the National Bank of Belgium maturing in the period January 3-28, 1972, was authorized.  By unanimous vote, the open market transactions in Government securities, agency obligations, and bankers' acceptances during the period November 16 through December 13, 1971, were approved, ratified, and confirmed.  By unanimous vote, the Federal Reserve Bank of New York was authorized and directed, until otherwise directed by the Committee, to execute transactions in the System Account in accordance with the following current economic policy directive:  The information reviewed at this meeting suggests that real output of goods and services is increasing more rapidly in the current quarter than it had in the third quarter, but the unemployment rate remains high. Increases in prices and wages were effectively limited by the 90day freeze, which ended in mid-November. Since then some wage and price increases have occurred, but other increases requested have been cut back or not approved by the Pay Board and the Price Commission. The narrowly defined money stock changed little in November and has not grown on balance since August. Inflows of consumer-type time and savings deposits to banks remained rapid in November and the broadly defined money stock continued to increase moderately. Expansion in the bank credit proxy stepped up as U.S. Government deposits and nondeposit liabilities increased on average. After advancing in the latter part",,
19711214,"12/14/71 -4 of November, most market interest rates have been declining recently, and discount rates at four Federal Reserve Banks were reduced by an additional one-quarter of a percentage point. The U.S. foreign trade balance was heavily in deficit in October. In recent weeks net outflows of short term capital apparently have been substantial, market exchange rates for foreign currencies against the dollar  on average have risen further, and official reserve holdings of some countries have increased considerably. In light  of the foregoing developments, it is the policy of the Federal Open Market Committee to foster financial conditions consistent with the aims of the new governmental program, including sustainable real economic growth and increased employment, abatement of inflationary pressures, and attainment of reasonable equilibrium in the country's balance of payments.  To implement this policy, the Committee seeks to promote the degree of ease in bank reserve and money market conditions essential to greater growth in monetary aggregates over the months ahead. It was agreed that the next meeting of the Federal Open Market Committee would be held on Tuesday, January 18, 1972. By unanimous vote, transfer to the National Archives of the minutes of the Committee for the year 1966, on the basis described in a memorandum from the Secretariat dated December 7, 1971, was  authorized.  The meeting adjourned, Secretary",,
19720111,"Meeting of Federal Open Market Committee  January 11, 1972  MINUTES OF ACTIONS  A meeting of the Federal Open Market Committee was held  in the offices of the Board of Governors of the Federal Reserve  System in Washington, D. C., on Tuesday, January 11, 1972, at  9:30 a.m.  PRESENT :  Mr. Burns, Chairman Mr. Hayes, Vice Chairman Mr. Brimmer  Mr. Clay  Mr. Daane  Mr. Kimbrel  Mr. Maisel  Mr. Mayo  Mr. Mitchell  Mr. Morris  Mr. Robertson  Mr. Sheehan  Messrs. Coldwell and Swan, Alternate Members of the Federal Open Market Committee  Messrs. Heflin, Francis, and MacLaury, Presidents of the Federal Reserve Banks of Richmond, St. Louis, and Minneapolis, respectively  Mr. Holland, Secretary  Mr. Broida, Deputy Secretary  Messrs. Bernard and Molony, Assistant Secretaries  Mr. Hexter, Assistant General Counsel  Mr. Partee, Economist  Messrs, Axilrod, Eisenmenger, Scheld, Solomon, Taylor, and Tow, Associate Economists  Mr. Holmes, Manager, System Open Market Account",,
